UnitID,Institution Name,American Indian or Alaska Native total (EF2018CP_RV  13.0000-Education  All students total),Asian total (EF2018CP_RV  13.0000-Education  All students total),Black or African American total (EF2018CP_RV  13.0000-Education  All students total),Hispanic total (EF2018CP_RV  13.0000-Education  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  13.0000-Education  All students total),White total (EF2018CP_RV  13.0000-Education  All students total),Two or more races total (EF2018CP_RV  13.0000-Education  All students total),Race/ethnicity unknown total (EF2018CP_RV  13.0000-Education  All students total),American Indian or Alaska Native total (EF2018CP_RV  14.0000-Engineering  All students total),Asian total (EF2018CP_RV  14.0000-Engineering  All students total),Black or African American total (EF2018CP_RV  14.0000-Engineering  All students total),Hispanic total (EF2018CP_RV  14.0000-Engineering  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  14.0000-Engineering  All students total),White total (EF2018CP_RV  14.0000-Engineering  All students total),Two or more races total (EF2018CP_RV  14.0000-Engineering  All students total),Race/ethnicity unknown total (EF2018CP_RV  14.0000-Engineering  All students total),American Indian or Alaska Native total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Asian total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Black or African American total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Hispanic total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),White total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Two or more races total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Race/ethnicity unknown total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),American Indian or Alaska Native total (EF2018CP_RV  27.0000-Mathematics  All students total),Asian total (EF2018CP_RV  27.0000-Mathematics  All students total),Black or African American total (EF2018CP_RV  27.0000-Mathematics  All students total),Hispanic total (EF2018CP_RV  27.0000-Mathematics  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  27.0000-Mathematics  All students total),White total (EF2018CP_RV  27.0000-Mathematics  All students total),Two or more races total (EF2018CP_RV  27.0000-Mathematics  All students total),Race/ethnicity unknown total (EF2018CP_RV  27.0000-Mathematics  All students total),American Indian or Alaska Native total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Asian total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Black or African American total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Hispanic total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  40.0000-Physical Sciences  All students total),White total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Two or more races total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Race/ethnicity unknown total (EF2018CP_RV  40.0000-Physical Sciences  All students total),American Indian or Alaska Native total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Asian total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Black or African American total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Hispanic total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Native Hawaiian or Other Pacific Islander total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),White total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Two or more races total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Race/ethnicity unknown total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),American Indian or Alaska Native total (EF2016CP_RV  13.0000-Education  All students total),Asian total (EF2016CP_RV  13.0000-Education  All students total),Black or African American total (EF2016CP_RV  13.0000-Education  All students total),Hispanic total (EF2016CP_RV  13.0000-Education  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  13.0000-Education  All students total),White total (EF2016CP_RV  13.0000-Education  All students total),Two or more races total (EF2016CP_RV  13.0000-Education  All students total),Race/ethnicity unknown total (EF2016CP_RV  13.0000-Education  All students total),American Indian or Alaska Native total (EF2016CP_RV  14.0000-Engineering  All students total),Asian total (EF2016CP_RV  14.0000-Engineering  All students total),Black or African American total (EF2016CP_RV  14.0000-Engineering  All students total),Hispanic total (EF2016CP_RV  14.0000-Engineering  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  14.0000-Engineering  All students total),White total (EF2016CP_RV  14.0000-Engineering  All students total),Two or more races total (EF2016CP_RV  14.0000-Engineering  All students total),Race/ethnicity unknown total (EF2016CP_RV  14.0000-Engineering  All students total),American Indian or Alaska Native total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Asian total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Black or African American total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Hispanic total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),White total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Two or more races total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Race/ethnicity unknown total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),American Indian or Alaska Native total (EF2016CP_RV  27.0000-Mathematics  All students total),Asian total (EF2016CP_RV  27.0000-Mathematics  All students total),Black or African American total (EF2016CP_RV  27.0000-Mathematics  All students total),Hispanic total (EF2016CP_RV  27.0000-Mathematics  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  27.0000-Mathematics  All students total),White total (EF2016CP_RV  27.0000-Mathematics  All students total),Two or more races total (EF2016CP_RV  27.0000-Mathematics  All students total),Race/ethnicity unknown total (EF2016CP_RV  27.0000-Mathematics  All students total),American Indian or Alaska Native total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Asian total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Black or African American total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Hispanic total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  40.0000-Physical Sciences  All students total),White total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Two or more races total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Race/ethnicity unknown total (EF2016CP_RV  40.0000-Physical Sciences  All students total),American Indian or Alaska Native total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Asian total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Black or African American total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Hispanic total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Native Hawaiian or Other Pacific Islander total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),White total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Two or more races total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Race/ethnicity unknown total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),American Indian or Alaska Native total (EF2014CP_RV  13.0000-Education  All students total),Asian total (EF2014CP_RV  13.0000-Education  All students total),Black or African American total (EF2014CP_RV  13.0000-Education  All students total),Hispanic total (EF2014CP_RV  13.0000-Education  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  13.0000-Education  All students total),White total (EF2014CP_RV  13.0000-Education  All students total),Two or more races total (EF2014CP_RV  13.0000-Education  All students total),Race/ethnicity unknown total (EF2014CP_RV  13.0000-Education  All students total),American Indian or Alaska Native total (EF2014CP_RV  14.0000-Engineering  All students total),Asian total (EF2014CP_RV  14.0000-Engineering  All students total),Black or African American total (EF2014CP_RV  14.0000-Engineering  All students total),Hispanic total (EF2014CP_RV  14.0000-Engineering  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  14.0000-Engineering  All students total),White total (EF2014CP_RV  14.0000-Engineering  All students total),Two or more races total (EF2014CP_RV  14.0000-Engineering  All students total),Race/ethnicity unknown total (EF2014CP_RV  14.0000-Engineering  All students total),American Indian or Alaska Native total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Asian total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Black or African American total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Hispanic total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),White total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Two or more races total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Race/ethnicity unknown total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),American Indian or Alaska Native total (EF2014CP_RV  27.0000-Mathematics  All students total),Asian total (EF2014CP_RV  27.0000-Mathematics  All students total),Black or African American total (EF2014CP_RV  27.0000-Mathematics  All students total),Hispanic total (EF2014CP_RV  27.0000-Mathematics  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  27.0000-Mathematics  All students total),White total (EF2014CP_RV  27.0000-Mathematics  All students total),Two or more races total (EF2014CP_RV  27.0000-Mathematics  All students total),Race/ethnicity unknown total (EF2014CP_RV  27.0000-Mathematics  All students total),American Indian or Alaska Native total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Asian total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Black or African American total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Hispanic total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  40.0000-Physical Sciences  All students total),White total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Two or more races total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Race/ethnicity unknown total (EF2014CP_RV  40.0000-Physical Sciences  All students total),American Indian or Alaska Native total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Asian total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Black or African American total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Hispanic total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Native Hawaiian or Other Pacific Islander total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),White total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Two or more races total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Race/ethnicity unknown total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),American Indian or Alaska Native total (EF2012CP_RV  13.0000-Education  All students total),Asian total (EF2012CP_RV  13.0000-Education  All students total),Black or African American total (EF2012CP_RV  13.0000-Education  All students total),Hispanic total (EF2012CP_RV  13.0000-Education  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  13.0000-Education  All students total),White total (EF2012CP_RV  13.0000-Education  All students total),Two or more races total (EF2012CP_RV  13.0000-Education  All students total),Race/ethnicity unknown total (EF2012CP_RV  13.0000-Education  All students total),American Indian or Alaska Native total (EF2012CP_RV  14.0000-Engineering  All students total),Asian total (EF2012CP_RV  14.0000-Engineering  All students total),Black or African American total (EF2012CP_RV  14.0000-Engineering  All students total),Hispanic total (EF2012CP_RV  14.0000-Engineering  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  14.0000-Engineering  All students total),White total (EF2012CP_RV  14.0000-Engineering  All students total),Two or more races total (EF2012CP_RV  14.0000-Engineering  All students total),Race/ethnicity unknown total (EF2012CP_RV  14.0000-Engineering  All students total),American Indian or Alaska Native total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Asian total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Black or African American total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Hispanic total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),White total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Two or more races total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Race/ethnicity unknown total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),American Indian or Alaska Native total (EF2012CP_RV  27.0000-Mathematics  All students total),Asian total (EF2012CP_RV  27.0000-Mathematics  All students total),Black or African American total (EF2012CP_RV  27.0000-Mathematics  All students total),Hispanic total (EF2012CP_RV  27.0000-Mathematics  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  27.0000-Mathematics  All students total),White total (EF2012CP_RV  27.0000-Mathematics  All students total),Two or more races total (EF2012CP_RV  27.0000-Mathematics  All students total),Race/ethnicity unknown total (EF2012CP_RV  27.0000-Mathematics  All students total),American Indian or Alaska Native total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Asian total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Black or African American total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Hispanic total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  40.0000-Physical Sciences  All students total),White total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Two or more races total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Race/ethnicity unknown total (EF2012CP_RV  40.0000-Physical Sciences  All students total),American Indian or Alaska Native total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Asian total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Black or African American total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Hispanic total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Native Hawaiian or Other Pacific Islander total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),White total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Two or more races total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Race/ethnicity unknown total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),American Indian or Alaska Native total (EF2010CP_RV  13.0000-Education  All students total),Asian total (EF2010CP_RV  13.0000-Education  All students total),Black or African American total (EF2010CP_RV  13.0000-Education  All students total),Hispanic total (EF2010CP_RV  13.0000-Education  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  13.0000-Education  All students total),White total (EF2010CP_RV  13.0000-Education  All students total),Two or more races total (EF2010CP_RV  13.0000-Education  All students total),Race/ethnicity unknown total (EF2010CP_RV  13.0000-Education  All students total),American Indian or Alaska Native total (EF2010CP_RV  14.0000-Engineering  All students total),Asian total (EF2010CP_RV  14.0000-Engineering  All students total),Black or African American total (EF2010CP_RV  14.0000-Engineering  All students total),Hispanic total (EF2010CP_RV  14.0000-Engineering  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  14.0000-Engineering  All students total),White total (EF2010CP_RV  14.0000-Engineering  All students total),Two or more races total (EF2010CP_RV  14.0000-Engineering  All students total),Race/ethnicity unknown total (EF2010CP_RV  14.0000-Engineering  All students total),American Indian or Alaska Native total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Asian total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Black or African American total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Hispanic total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),White total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Two or more races total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Race/ethnicity unknown total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),American Indian or Alaska Native total (EF2010CP_RV  27.0000-Mathematics  All students total),Asian total (EF2010CP_RV  27.0000-Mathematics  All students total),Black or African American total (EF2010CP_RV  27.0000-Mathematics  All students total),Hispanic total (EF2010CP_RV  27.0000-Mathematics  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  27.0000-Mathematics  All students total),White total (EF2010CP_RV  27.0000-Mathematics  All students total),Two or more races total (EF2010CP_RV  27.0000-Mathematics  All students total),Race/ethnicity unknown total (EF2010CP_RV  27.0000-Mathematics  All students total),American Indian or Alaska Native total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Asian total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Black or African American total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Hispanic total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  40.0000-Physical Sciences  All students total),White total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Two or more races total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Race/ethnicity unknown total (EF2010CP_RV  40.0000-Physical Sciences  All students total),American Indian or Alaska Native total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Asian total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Black or African American total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Hispanic total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Native Hawaiian or Other Pacific Islander total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),White total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Two or more races total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Race/ethnicity unknown total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total),Grand total (EF2018CP_RV  13.0000-Education  All students total),Grand total (EF2018CP_RV  14.0000-Engineering  All students total),Grand total (EF2018CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Grand total (EF2018CP_RV  27.0000-Mathematics  All students total),Grand total (EF2018CP_RV  40.0000-Physical Sciences  All students total),Grand total (EF2018CP_RV  52.0000-Business Management and Administrative Services  All students total),Grand total (EF2016CP_RV  13.0000-Education  All students total),Grand total (EF2016CP_RV  14.0000-Engineering  All students total),Grand total (EF2016CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Grand total (EF2016CP_RV  27.0000-Mathematics  All students total),Grand total (EF2016CP_RV  40.0000-Physical Sciences  All students total),Grand total (EF2016CP_RV  52.0000-Business Management and Administrative Services  All students total),Grand total (EF2014CP_RV  13.0000-Education  All students total),Grand total (EF2014CP_RV  14.0000-Engineering  All students total),Grand total (EF2014CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Grand total (EF2014CP_RV  27.0000-Mathematics  All students total),Grand total (EF2014CP_RV  40.0000-Physical Sciences  All students total),Grand total (EF2014CP_RV  52.0000-Business Management and Administrative Services  All students total),Grand total (EF2012CP_RV  13.0000-Education  All students total),Grand total (EF2012CP_RV  14.0000-Engineering  All students total),Grand total (EF2012CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Grand total (EF2012CP_RV  27.0000-Mathematics  All students total),Grand total (EF2012CP_RV  40.0000-Physical Sciences  All students total),Grand total (EF2012CP_RV  52.0000-Business Management and Administrative Services  All students total),Grand total (EF2010CP_RV  13.0000-Education  All students total),Grand total (EF2010CP_RV  14.0000-Engineering  All students total),Grand total (EF2010CP_RV  26.0000-Biological Sciences/Life Sciences  All students total),Grand total (EF2010CP_RV  27.0000-Mathematics  All students total),Grand total (EF2010CP_RV  40.0000-Physical Sciences  All students total),Grand total (EF2010CP_RV  52.0000-Business Management and Administrative Services  All students total)
210429,Western Oregon University,14,37,18,205,8,854,22,49,,,,,,,,,4,8,3,20,4,102,4,5,0,0,0,1,1,12,2,3,1,4,2,9,1,50,4,3,6,39,27,66,22,225,19,23,12,38,21,151,9,899,5,46,,,,,,,,,0,9,5,16,3,109,0,2,0,2,0,5,0,66,0,0,2,4,3,10,3,67,0,2,8,40,32,71,30,297,1,23,14,31,16,66,11,801,4,47,,,,,,,,,4,11,5,26,3,124,2,10,2,3,2,3,0,38,0,1,2,2,4,1,2,58,0,7,7,17,16,49,28,326,0,27,11,21,14,60,10,876,8,22,,,,,,,,,5,6,7,31,5,128,5,9,1,2,0,4,0,46,0,0,2,1,2,3,2,64,0,2,8,20,36,64,16,355,6,19,16,19,14,110,5,1134,23,21,,,,,,,,,7,7,3,27,3,115,8,3,0,2,0,2,0,38,2,3,0,1,2,5,2,54,1,0,8,21,28,61,8,339,16,7,1235,,157,21,75,478,1203,,147,76,99,588,1018,,192,52,81,618,1035,,200,56,79,654,1358,,174,50,65,623
