"unitid","institution name","year","EF2010A.Level of student","EF2010A_RV.Grand total","EF2010A_RV.Grand total men","EF2010A_RV.Grand total women","EF2010A_RV.American Indian or Alaska Native total","EF2010A_RV.American Indian or Alaska Native men","EF2010A_RV.American Indian or Alaska Native women","EF2010A_RV.Asian total","EF2010A_RV.Asian men","EF2010A_RV.Asian women","EF2010A_RV.Black or African American total","EF2010A_RV.Black or African American men","EF2010A_RV.Black or African American women","EF2010A_RV.Hispanic total","EF2010A_RV.Hispanic men","EF2010A_RV.Hispanic women","EF2010A_RV.Native Hawaiian or Other Pacific Islander total","EF2010A_RV.Native Hawaiian or Other Pacific Islander men","EF2010A_RV.Native Hawaiian or Other Pacific Islander women","EF2010A_RV.White total","EF2010A_RV.White men","EF2010A_RV.White women","EF2010A_RV.Two or more races total","EF2010A_RV.Two or more races men","EF2010A_RV.Two or more races women","EF2010A_RV.Race/ethnicity unknown total","EF2010A_RV.Race/ethnicity unknown men","EF2010A_RV.Race/ethnicity unknown women","EF2010A_RV.Nonresident alien total","EF2010A_RV.Nonresident alien men","EF2010A_RV.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2010","All students total","6229","2505","3724","90","35","55","120","55","65","158","111","47","634","256","378","73","44","29","4582","1701","2881","156","60","96","118","53","65","298","190","108","-2"
