"unitid","institution name","year","EF2013A.Level of student","EF2013A_RV.Grand total","EF2013A_RV.Grand total men","EF2013A_RV.Grand total women","EF2013A_RV.American Indian or Alaska Native total","EF2013A_RV.American Indian or Alaska Native men","EF2013A_RV.American Indian or Alaska Native women","EF2013A_RV.Asian total","EF2013A_RV.Asian men","EF2013A_RV.Asian women","EF2013A_RV.Black or African American total","EF2013A_RV.Black or African American men","EF2013A_RV.Black or African American women","EF2013A_RV.Hispanic total","EF2013A_RV.Hispanic men","EF2013A_RV.Hispanic women","EF2013A_RV.Native Hawaiian or Other Pacific Islander total","EF2013A_RV.Native Hawaiian or Other Pacific Islander men","EF2013A_RV.Native Hawaiian or Other Pacific Islander women","EF2013A_RV.White total","EF2013A_RV.White men","EF2013A_RV.White women","EF2013A_RV.Two or more races total","EF2013A_RV.Two or more races men","EF2013A_RV.Two or more races women","EF2013A_RV.Race/ethnicity unknown total","EF2013A_RV.Race/ethnicity unknown men","EF2013A_RV.Race/ethnicity unknown women","EF2013A_RV.Nonresident alien total","EF2013A_RV.Nonresident alien men","EF2013A_RV.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2013","All students total","6177","2471","3706","118","41","77","178","79","99","190","105","85","581","210","371","140","77","63","4359","1625","2734","29","10","19","255","95","160","327","229","98","-2"
