UnitID,Institution Name,Grand total (EF2019A  All students total),American Indian or Alaska Native total (EF2019A  All students total),Asian total (EF2019A  All students total),Black or African American total (EF2019A  All students total),Hispanic total (EF2019A  All students total),Native Hawaiian or Other Pacific Islander total (EF2019A  All students total),White total (EF2019A  All students total),Two or more races total (EF2019A  All students total),Race/ethnicity unknown total (EF2019A  All students total),Grand total (EF2018A_RV  All students total),American Indian or Alaska Native total (EF2018A_RV  All students total),Asian total (EF2018A_RV  All students total),Black or African American total (EF2018A_RV  All students total),Hispanic total (EF2018A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2018A_RV  All students total),White total (EF2018A_RV  All students total),Two or more races total (EF2018A_RV  All students total),Race/ethnicity unknown total (EF2018A_RV  All students total),Grand total (EF2017A_RV  All students total),American Indian or Alaska Native total (EF2017A_RV  All students total),Asian total (EF2017A_RV  All students total),Black or African American total (EF2017A_RV  All students total),Hispanic total (EF2017A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2017A_RV  All students total),White total (EF2017A_RV  All students total),Two or more races total (EF2017A_RV  All students total),Race/ethnicity unknown total (EF2017A_RV  All students total),Grand total (EF2016A_RV  All students total),American Indian or Alaska Native total (EF2016A_RV  All students total),Asian total (EF2016A_RV  All students total),Black or African American total (EF2016A_RV  All students total),Hispanic total (EF2016A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2016A_RV  All students total),White total (EF2016A_RV  All students total),Two or more races total (EF2016A_RV  All students total),Race/ethnicity unknown total (EF2016A_RV  All students total),Grand total (EF2015A_RV  All students total),American Indian or Alaska Native total (EF2015A_RV  All students total),Asian total (EF2015A_RV  All students total),Black or African American total (EF2015A_RV  All students total),Hispanic total (EF2015A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A_RV  All students total),White total (EF2015A_RV  All students total),Two or more races total (EF2015A_RV  All students total),Race/ethnicity unknown total (EF2015A_RV  All students total),Grand total (EF2014A_RV  All students total),American Indian or Alaska Native total (EF2014A_RV  All students total),Asian total (EF2014A_RV  All students total),Black or African American total (EF2014A_RV  All students total),Hispanic total (EF2014A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2014A_RV  All students total),White total (EF2014A_RV  All students total),Two or more races total (EF2014A_RV  All students total),Race/ethnicity unknown total (EF2014A_RV  All students total),Grand total (EF2013A_RV  All students total),American Indian or Alaska Native total (EF2013A_RV  All students total),Asian total (EF2013A_RV  All students total),Black or African American total (EF2013A_RV  All students total),Hispanic total (EF2013A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2013A_RV  All students total),White total (EF2013A_RV  All students total),Two or more races total (EF2013A_RV  All students total),Race/ethnicity unknown total (EF2013A_RV  All students total),Grand total (EF2012A_RV  All students total),American Indian or Alaska Native total (EF2012A_RV  All students total),Asian total (EF2012A_RV  All students total),Black or African American total (EF2012A_RV  All students total),Hispanic total (EF2012A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2012A_RV  All students total),White total (EF2012A_RV  All students total),Two or more races total (EF2012A_RV  All students total),Race/ethnicity unknown total (EF2012A_RV  All students total),Grand total (EF2011A_RV  All students total),American Indian or Alaska Native total (EF2011A_RV  All students total),Asian total (EF2011A_RV  All students total),Black or African American total (EF2011A_RV  All students total),Hispanic total (EF2011A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2011A_RV  All students total),White total (EF2011A_RV  All students total),Two or more races total (EF2011A_RV  All students total),Race/ethnicity unknown total (EF2011A_RV  All students total),Grand total (EF2010A_RV  All students total),American Indian or Alaska Native total (EF2010A_RV  All students total),Asian total (EF2010A_RV  All students total),Black or African American total (EF2010A_RV  All students total),Hispanic total (EF2010A_RV  All students total),Native Hawaiian or Other Pacific Islander total (EF2010A_RV  All students total),White total (EF2010A_RV  All students total),Two or more races total (EF2010A_RV  All students total),Race/ethnicity unknown total (EF2010A_RV  All students total)
210429,Western Oregon University,4929,58,188,150,918,92,3008,177,140,5185,72,206,176,805,121,3189,132,186,5336,87,231,184,793,139,3331,21,200,5382,88,223,196,707,145,3507,8,196,5445,95,218,199,566,120,3658,15,249,6049,122,201,190,469,146,4205,16,333,6177,118,178,190,581,140,4359,29,255,6184,111,158,205,601,138,4437,56,192,6214,114,140,166,652,101,4522,103,138,6229,90,120,158,634,73,4582,156,118
