"unitid","institution name","year","EF2019A.Level of student","EF2019A.Grand total","EF2019A.Grand total men","EF2019A.Grand total women","EF2019A.American Indian or Alaska Native total","EF2019A.American Indian or Alaska Native men","EF2019A.American Indian or Alaska Native women","EF2019A.Asian total","EF2019A.Asian men","EF2019A.Asian women","EF2019A.Black or African American total","EF2019A.Black or African American men","EF2019A.Black or African American women","EF2019A.Hispanic total","EF2019A.Hispanic men","EF2019A.Hispanic women","EF2019A.Native Hawaiian or Other Pacific Islander total","EF2019A.Native Hawaiian or Other Pacific Islander men","EF2019A.Native Hawaiian or Other Pacific Islander women","EF2019A.White total","EF2019A.White men","EF2019A.White women","EF2019A.Two or more races total","EF2019A.Two or more races men","EF2019A.Two or more races women","EF2019A.Race/ethnicity unknown total","EF2019A.Race/ethnicity unknown men","EF2019A.Race/ethnicity unknown women","EF2019A.Nonresident alien total","EF2019A.Nonresident alien men","EF2019A.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2019","All students total","4929","1751","3178","58","17","41","188","69","119","150","78","72","918","293","625","92","43","49","3008","1022","1986","177","73","104","140","74","66","198","82","116","-2"
