"unitid","institution name","year","EF2009A.Level of student","EF2009A_RV.Grand total","EF2009A_RV.Grand total men","EF2009A_RV.Grand total women","EF2009A_RV.American Indian or Alaska Native total - derived","EF2009A_RV.American Indian or Alaska Native men - derived","EF2009A_RV.American Indian or Alaska Native women - derived","EF2009A_RV.Asian/Native Hawaiian/Other Pacific Islander total - derived","EF2009A_RV.Asian/Native Hawaiian/Other Pacific Islander men - derived","EF2009A_RV.Asian/Native Hawaiian/Other Pacific Islander women - derived","EF2009A_RV.Black or African American/Black non-Hispanic total - derived","EF2009A_RV.Black or African American/Black non-Hispanic men - derived","EF2009A_RV.Black or African American/Black non-Hispanic women - derived","EF2009A_RV.Hispanic or Latino/Hispanic  total - derived","EF2009A_RV.Hispanic or Latino/Hispanic  men - derived","EF2009A_RV.Hispanic or Latino/Hispanic  women - derived","EF2009A_RV.White/White non-Hispanic total - derived","EF2009A_RV.White/White non-Hispanic men - derived","EF2009A_RV.White/White non-Hispanic women - derived","EF2009A_RV.American Indian or Alaska Native total - new","EF2009A_RV.American Indian or Alaska Native men - new","EF2009A_RV.American Indian or Alaska Native women - new","EF2009A_RV.Asian total - new","EF2009A_RV.Asian men - new","EF2009A_RV.Asian women - new","EF2009A_RV.Black or African American total - new","EF2009A_RV.Black or African American men - new","EF2009A_RV.Black or African American women - new","EF2009A_RV.Hispanic total - new","EF2009A_RV.Hispanic men - new","EF2009A_RV.Hispanic women - new","EF2009A_RV.Native Hawaiian or Other Pacific Islander total - new","EF2009A_RV.Native Hawaiian or Other Pacific Islander men - new","EF2009A_RV.Native Hawaiian or Other Pacific Islander women - new","EF2009A_RV.White total - new","EF2009A_RV.White men - new","EF2009A_RV.White women - new","EF2009A_RV.Two or more races total - new","EF2009A_RV.Two or more races men - new","EF2009A_RV.Two or more races women - new","EF2009A_RV.American Indian or Alaska Native total","EF2009A_RV.American Indian or Alaska Native men - old","EF2009A_RV.American Indian or Alaska Native women - old","EF2009A_RV.Asian or Pacific Islander total  - old","EF2009A_RV.Asian or Pacific Islander men - old","EF2009A_RV.Asian or Pacific Islander women - old","EF2009A_RV.Black non-Hispanic  total - old","EF2009A_RV.Black non-Hispanic men - old","EF2009A_RV.Black non-Hispanic women - old","EF2009A_RV.Hispanic total - old","EF2009A_RV.Hispanic men - old","EF2009A_RV.Hispanic women - old","EF2009A_RV.White non-Hispanic total - old","EF2009A_RV.White non-Hispanic men - old","EF2009A_RV.White non-Hispanic women - old","EF2009A_RV.Race/ethnicity unknown total","EF2009A_RV.Race/ethnicity unknown men","EF2009A_RV.Race/ethnicity unknown women","EF2009A_RV.Nonresident alien total","EF2009A_RV.Nonresident alien men","EF2009A_RV.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2009","All students total","5649","2311","3338","91","40","51","200","100","100","130","97","33","451","181","270","4195","1601","2594",,,,,,,,,,,,,,,,,,,,,,"91","40","51","200","100","100","130","97","33","451","181","270","4195","1601","2594","299","113","186","283","179","104","-2"
