"unitid","institution name","year","EF2011A.Level of student","EF2011A_RV.Grand total","EF2011A_RV.Grand total men","EF2011A_RV.Grand total women","EF2011A_RV.American Indian or Alaska Native total","EF2011A_RV.American Indian or Alaska Native men","EF2011A_RV.American Indian or Alaska Native women","EF2011A_RV.Asian total","EF2011A_RV.Asian men","EF2011A_RV.Asian women","EF2011A_RV.Black or African American total","EF2011A_RV.Black or African American men","EF2011A_RV.Black or African American women","EF2011A_RV.Hispanic total","EF2011A_RV.Hispanic men","EF2011A_RV.Hispanic women","EF2011A_RV.Native Hawaiian or Other Pacific Islander total","EF2011A_RV.Native Hawaiian or Other Pacific Islander men","EF2011A_RV.Native Hawaiian or Other Pacific Islander women","EF2011A_RV.White total","EF2011A_RV.White men","EF2011A_RV.White women","EF2011A_RV.Two or more races total","EF2011A_RV.Two or more races men","EF2011A_RV.Two or more races women","EF2011A_RV.Race/ethnicity unknown total","EF2011A_RV.Race/ethnicity unknown men","EF2011A_RV.Race/ethnicity unknown women","EF2011A_RV.Nonresident alien total","EF2011A_RV.Nonresident alien men","EF2011A_RV.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2011","All students total","6214","2473","3741","114","41","73","140","60","80","166","109","57","652","259","393","101","55","46","4522","1679","2843","103","34","69","138","58","80","278","178","100","-2"
