"unitid","institution name","year","EF2017A.Level of student","EF2017A_RV.Grand total","EF2017A_RV.Grand total men","EF2017A_RV.Grand total women","EF2017A_RV.American Indian or Alaska Native total","EF2017A_RV.American Indian or Alaska Native men","EF2017A_RV.American Indian or Alaska Native women","EF2017A_RV.Asian total","EF2017A_RV.Asian men","EF2017A_RV.Asian women","EF2017A_RV.Black or African American total","EF2017A_RV.Black or African American men","EF2017A_RV.Black or African American women","EF2017A_RV.Hispanic total","EF2017A_RV.Hispanic men","EF2017A_RV.Hispanic women","EF2017A_RV.Native Hawaiian or Other Pacific Islander total","EF2017A_RV.Native Hawaiian or Other Pacific Islander men","EF2017A_RV.Native Hawaiian or Other Pacific Islander women","EF2017A_RV.White total","EF2017A_RV.White men","EF2017A_RV.White women","EF2017A_RV.Two or more races total","EF2017A_RV.Two or more races men","EF2017A_RV.Two or more races women","EF2017A_RV.Race/ethnicity unknown total","EF2017A_RV.Race/ethnicity unknown men","EF2017A_RV.Race/ethnicity unknown women","EF2017A_RV.Nonresident alien total","EF2017A_RV.Nonresident alien men","EF2017A_RV.Nonresident alien women","IDX_EF"
"210429","Western Oregon University","2017","All students total","5336","1985","3351","87","33","54","231","101","130","184","99","85","793","269","524","139","74","65","3331","1163","2168","21","10","11","200","80","120","350","156","194","-2"
